customer_id,name,language,city,segment,customer_since,lifetime_value,avg_order_value,preferred_payment_method,preferred_channel,historical_payment_success_rate,historical_recovery_rate,days_since_last_payment,customer_tenure,risk_segment
4ed23ea3-56bf-5884-8a2b-08106ae1dbce,Customer 016490,Bengali,Mumbai,consumer,2025-04-23T01:47:53+00:00,1036.87,443.52,upi,email,0.7589,0.1677,40,495,low
b3e618c7-6902-50c1-a83c-f7d9a11ce9c8,Customer 016491,Telugu,Chandigarh,consumer,2023-12-30T01:39:26+00:00,7998.05,878.66,netbanking,email,0.7708,0.2326,25,975,low
7232188b-a120-56a8-8945-4d50d72bdd23,Customer 016492,Bengali,Coimbatore,consumer,2023-08-15T02:42:03+00:00,3970.55,807.91,debit_card,email,0.6768,0.3397,43,1112,low
c74fcf44-18a4-5281-8d66-7600d108f7a8,Customer 016493,Kannada,Mumbai,SMB,2023-03-11T02:44:33+00:00,12543.26,3350.70,emi,whatsapp,0.8167,0.5226,46,1269,low
4f154803-bd39-5457-b5ce-a760eb373980,Customer 016494,Tamil,Chandigarh,consumer,2023-10-08T08:17:44+00:00,2767.80,287.00,upi,email,0.8034,0.3895,23,1058,low
e63ea4ba-3eca-5fd8-a32f-8414588b28c9,Customer 016495,Malayalam,Coimbatore,consumer,2025-08-15T05:44:57+00:00,5274.63,797.29,emi,email,0.7336,0.1984,44,381,low
a6050806-ce59-5e2e-a68e-52300efab16f,Customer 016496,Gujarati,Bengaluru,high_value,2023-09-15T19:39:37+00:00,537738.94,45495.69,upi,email,0.7746,0.6682,17,1081,low
8f97388d-57bd-5d39-9301-904d3cc3069e,Customer 016497,English,Kolkata,enterprise,2026-03-14T07:32:11+00:00,55573.08,8169.83,credit_card,sms,0.8040,0.4860,48,170,low
007ac14b-bea6-5a44-903d-3c5f4837c3cc,Customer 016498,Gujarati,Lucknow,consumer,2024-11-18T05:30:55+00:00,1992.86,295.40,upi,email,0.6878,0.3193,69,651,low
63af3d02-faeb-511f-ab85-8aa138921cf9,Customer 016499,Bengali,Pune,consumer,2023-11-25T07:08:36+00:00,7356.13,1632.08,credit_card,email,0.6213,0.3928,59,1010,high
f5512f75-e7a4-5473-933d-b49b05595df7,Customer 016500,Hinglish,Chandigarh,consumer,2025-02-26T09:19:53+00:00,3878.43,741.69,wallet,email,0.7816,0.2943,84,551,low
f18ecd18-c7cd-5cbe-b1f9-e761d833a3e7,Customer 016501,Malayalam,Pune,consumer,2023-08-08T14:21:24+00:00,4999.45,1923.95,upi,whatsapp,0.7304,0.3793,71,1119,low
b94a1617-9a34-5cba-ab0a-7aa8bb43d651,Customer 016502,Bengali,Ahmedabad,enterprise,2025-07-14T13:03:50+00:00,121479.94,23648.84,debit_card,email,0.9625,0.3554,45,413,high
f84f8de0-6955-5f36-afa6-ab36d0351163,Customer 016503,English,Pune,consumer,2025-08-03T12:57:41+00:00,4858.56,470.62,upi,whatsapp,0.8414,0.2087,43,393,medium
45ca447a-15b0-53ab-b7bc-2e01e6eb6e55,Customer 016504,Bengali,Pune,enterprise,2024-04-10T00:17:05+00:00,141858.17,15198.04,upi,email,0.8698,0.6781,42,873,medium
d2072941-7ddb-5492-b64d-4ea85f58ae3c,Customer 016505,Kannada,Indore,enterprise,2025-08-21T09:24:13+00:00,30770.08,14790.58,debit_card,email,0.8523,0.3594,84,375,medium
f2d306b4-a165-5421-8900-593b725b721e,Customer 016506,Tamil,Chandigarh,consumer,2023-02-14T17:05:14+00:00,5155.91,466.45,debit_card,sms,0.6871,0.4721,0,1294,low
6d8f9a7f-72d5-58a1-b953-8a19bbb78aa0,Customer 016507,Malayalam,Mumbai,consumer,2026-03-28T17:07:50+00:00,13330.90,1305.99,credit_card,whatsapp,0.8350,0.7413,85,156,low
d42eb233-74f4-5116-9ce8-8c6b44e6f868,Customer 016508,Gujarati,Hyderabad,consumer,2024-07-31T00:14:42+00:00,6645.39,930.26,upi,email,0.6671,0.5599,41,761,low
6859137e-e712-5bd9-87ee-6c950d15c128,Customer 016509,Bengali,Bengaluru,consumer,2023-05-22T08:59:27+00:00,1954.26,207.00,netbanking,email,0.7879,0.3148,83,1197,low
f5e24d27-29db-5416-b4c8-741b72e0c410,Customer 016510,Marathi,Kolkata,consumer,2024-11-17T17:18:51+00:00,7909.72,707.22,credit_card,whatsapp,0.8666,0.4436,39,652,medium
1909782b-f03f-500e-9f9c-6e9387a649f1,Customer 016511,Marathi,Chandigarh,consumer,2026-02-06T05:23:41+00:00,2391.92,401.07,upi,whatsapp,0.7515,0.5388,53,206,medium
dc55dd72-0e88-5a2e-a242-e3f4a0232dd7,Customer 016512,Telugu,Coimbatore,SMB,2025-11-13T00:44:24+00:00,24549.06,3104.44,upi,email,0.9912,0.5130,0,291,low
33fe5204-6f02-5fd3-b60e-d01322fd9e8e,Customer 016513,Marathi,Jaipur,SMB,2024-09-08T03:43:55+00:00,8099.81,1510.31,wallet,email,0.8416,0.2946,82,722,low
10d30c65-c1f4-5ff5-add6-3bf757a0a967,Customer 016514,Bengali,Indore,consumer,2025-11-09T16:39:26+00:00,3634.67,767.94,wallet,email,0.7211,0.5111,36,295,low
3a3fea0e-d8c9-5e62-974a-649402fdbcfd,Customer 016515,Tamil,Hyderabad,consumer,2023-10-31T18:49:16+00:00,5876.63,490.38,credit_card,whatsapp,0.9837,0.6193,33,1035,high
1e02db35-7c7c-52ee-8564-41fd74bc7bfe,Customer 016516,Tamil,Pune,high_value,2026-01-20T10:37:54+00:00,286134.48,49641.65,netbanking,email,0.8859,0.7025,21,223,medium
d80a719e-a114-5811-9d23-1ccee7e825cd,Customer 016517,Bengali,Delhi,enterprise,2023-02-08T13:37:54+00:00,103177.10,9256.33,debit_card,whatsapp,0.8225,0.4289,63,1300,critical
c3ae2636-9fa4-5c45-9bde-b0430e1b5367,Customer 016518,Telugu,Kochi,consumer,2025-12-19T19:50:10+00:00,7697.99,1134.71,upi,whatsapp,0.8740,0.4037,75,255,high
061de5bf-29a7-59fc-8497-69b1f4c64c51,Customer 016519,Malayalam,Surat,SMB,2024-01-07T02:53:56+00:00,17432.14,12805.53,credit_card,sms,0.8875,0.4956,78,967,low
5e11f913-4d18-5b84-acf8-d2e8b6dc6cff,Customer 016520,Malayalam,Pune,SMB,2025-07-28T11:21:50+00:00,5939.07,2404.97,netbanking,email,0.8430,0.5823,51,399,low
87ef4572-6ee2-5e0b-9cf9-e625664e5817,Customer 016521,Marathi,Indore,consumer,2024-03-12T11:51:31+00:00,6513.06,651.09,netbanking,sms,0.6796,0.3020,70,902,medium
ac9c9bd7-f869-5781-899a-be2bf1617f0a,Customer 016522,Gujarati,Pune,SMB,2025-09-09T02:08:55+00:00,61687.27,7254.96,upi,email,0.8174,0.5287,10,356,high
eb94f874-6b1d-521e-be6d-f815d63f34ab,Customer 016523,Hindi,Chandigarh,SMB,2024-01-31T08:23:44+00:00,14900.80,2428.78,credit_card,whatsapp,0.7835,0.4405,65,943,high
469aee97-d546-552e-9db8-25dd79eeaebc,Customer 016524,Marathi,Mumbai,consumer,2025-10-17T04:22:29+00:00,6773.40,710.78,upi,email,0.6809,0.5206,71,318,critical
81f5f3ad-bb8f-568b-812d-101ad21238e3,Customer 016525,Telugu,Mumbai,SMB,2024-03-19T05:32:18+00:00,5927.42,4095.75,debit_card,email,0.8428,0.3508,27,895,high
e97f808a-b537-50b4-a231-5c5b870d8517,Customer 016526,Gujarati,Indore,consumer,2024-04-25T01:20:18+00:00,7160.32,598.40,debit_card,whatsapp,0.8891,0.5605,36,858,low
15b3c086-67bb-5adb-b246-2b83d1497066,Customer 016527,Kannada,Bengaluru,SMB,2024-12-13T05:07:31+00:00,13726.96,2537.92,upi,email,0.6008,0.5484,61,626,medium
71cfe387-5fbd-5a1e-8af1-f73830e21cf2,Customer 016528,Malayalam,Chandigarh,consumer,2023-12-20T01:13:53+00:00,4577.97,387.81,credit_card,whatsapp,0.9244,0.2426,46,985,low
16e45afe-4644-5061-8c8d-4cbff19339b5,Customer 016529,English,Hyderabad,consumer,2024-07-21T07:46:15+00:00,4797.80,952.15,credit_card,whatsapp,0.7285,0.6673,64,771,low
93d4b719-0418-5dcf-b24b-6232c6ba9ed4,Customer 016530,English,Chandigarh,consumer,2025-12-03T21:16:11+00:00,676.41,429.13,upi,whatsapp,0.7417,0.8433,2,271,low
f79d2d81-c679-538c-bd36-09e33cf327d9,Customer 016531,Bengali,Kolkata,consumer,2023-05-07T18:34:10+00:00,2851.18,876.20,credit_card,sms,0.9034,0.3653,62,1212,low
8a08c1c2-b06b-56ff-8a12-90c1243704d6,Customer 016532,Kannada,Kochi,SMB,2023-03-10T12:20:53+00:00,19217.68,2669.63,upi,whatsapp,0.9592,0.2157,82,1270,high
f62055aa-f7cf-58de-8c2d-036442c3667d,Customer 016533,Bengali,Lucknow,SMB,2023-10-17T07:14:15+00:00,85227.57,9892.93,netbanking,sms,0.8016,0.4798,41,1049,medium
8d2ceabf-651e-5038-83d2-e3b5b7912b7a,Customer 016534,Malayalam,Pune,consumer,2024-04-21T09:42:22+00:00,5943.10,614.02,credit_card,whatsapp,0.5842,0.2652,51,862,medium
f1f3c3c8-837a-5537-8b92-b5b9e1d4f799,Customer 016535,English,Indore,consumer,2023-05-15T01:42:01+00:00,2766.99,357.72,debit_card,whatsapp,0.6244,0.4355,29,1204,high
f57576ce-171e-572a-9d3c-78ba853160eb,Customer 016536,Gujarati,Kolkata,consumer,2024-08-21T10:53:33+00:00,2295.46,752.99,credit_card,email,0.8703,0.3919,40,740,medium
eb68ecb6-ac87-59f4-96a6-b1e11c80ccba,Customer 016537,Kannada,Kolkata,SMB,2023-07-15T14:39:05+00:00,46578.97,5003.23,upi,whatsapp,0.9224,0.5341,11,1143,medium
3ec0d690-e8af-5c9a-b116-2e47aef627e3,Customer 016538,Tamil,Mumbai,consumer,2024-04-08T14:30:13+00:00,6541.01,1637.22,credit_card,email,0.8385,0.3399,84,875,low
ca092b37-a54b-5b4b-90ad-d3d842967197,Customer 016539,Telugu,Chandigarh,consumer,2024-06-11T23:30:23+00:00,6037.44,685.81,netbanking,whatsapp,0.7456,0.2746,51,811,high
9830384b-e488-50de-a5b2-4c5af17b7918,Customer 016540,Hinglish,Kolkata,consumer,2024-11-26T08:52:25+00:00,2852.02,1036.85,upi,whatsapp,0.7771,0.2770,61,643,high
6780aecc-ebab-59c5-b2c6-49c24d43fd91,Customer 016541,Telugu,Ahmedabad,consumer,2023-05-28T20:32:21+00:00,4441.01,486.58,upi,email,0.8168,0.1535,44,1191,critical
1d29fb71-d6c5-5786-b8c2-4ee9518b36f3,Customer 016542,Malayalam,Pune,consumer,2025-09-16T00:25:00+00:00,4300.77,875.05,credit_card,sms,0.7869,0.2784,60,349,low
80fcdfe7-ec68-50f2-8701-f75df7b22fa8,Customer 016543,Malayalam,Bengaluru,consumer,2025-09-12T07:32:29+00:00,34415.72,3264.83,upi,whatsapp,0.8515,0.6197,66,353,low
8faf20a4-c42b-5841-9c31-7c4c6a75bf73,Customer 016544,Marathi,Coimbatore,consumer,2024-09-25T12:16:43+00:00,11859.43,1094.50,upi,whatsapp,0.6904,0.3227,79,705,medium
bf096a14-7e77-56bc-a286-86e3b147d369,Customer 016545,Marathi,Chandigarh,SMB,2025-09-17T05:31:01+00:00,23338.17,2739.79,credit_card,whatsapp,0.8360,0.5582,49,348,low
cf0c6681-0b2b-52dc-bc5b-d817dee4ca09,Customer 016546,English,Lucknow,SMB,2026-01-29T01:49:50+00:00,25590.72,2153.43,wallet,email,0.7307,0.6010,39,214,medium
8dbcb846-3944-5a1c-af6f-6c9a975f0fed,Customer 016547,English,Pune,consumer,2023-09-16T04:24:00+00:00,2144.05,513.95,upi,sms,0.7030,0.4925,69,1080,medium
b9608177-1d29-5aee-bdd2-0825739538a2,Customer 016548,Kannada,Surat,SMB,2023-01-12T19:28:35+00:00,6126.47,1209.16,debit_card,sms,0.8843,0.5533,51,1327,medium
89ae234e-6389-549c-8714-0038a59d3abe,Customer 016549,Malayalam,Hyderabad,consumer,2023-03-05T06:58:59+00:00,1882.17,552.84,wallet,sms,0.7431,0.4790,77,1275,low
95ea8db0-3e64-597e-b4b6-1d0ba59c7d6b,Customer 016550,Tamil,Jaipur,consumer,2023-01-15T23:02:42+00:00,697.71,426.13,credit_card,whatsapp,0.9080,0.3784,15,1324,medium
dd342988-269d-5f7e-8d89-2cf066ed57c6,Customer 016551,English,Ahmedabad,consumer,2024-07-14T19:46:58+00:00,546.86,347.71,emi,whatsapp,0.7536,0.7069,61,778,low
bbb45e9b-c399-530a-87c0-bf72725df60c,Customer 016552,English,Mumbai,consumer,2025-04-07T20:04:54+00:00,8940.89,1296.65,credit_card,whatsapp,0.7617,0.3047,79,511,high
5a9b7f78-90a1-5ddd-bd0c-ac1501e66292,Customer 016553,Gujarati,Chandigarh,consumer,2023-05-21T07:07:32+00:00,6165.15,793.83,debit_card,whatsapp,0.8346,0.1914,39,1198,low
41cb4fbb-6000-51da-9b48-ab80a2d0f36d,Customer 016554,Malayalam,Kochi,consumer,2023-02-17T04:46:31+00:00,3731.48,792.91,credit_card,email,0.7629,0.4671,42,1291,high
c019fb0e-e575-55dc-be6f-a3d1223e58a8,Customer 016555,Gujarati,Kolkata,SMB,2026-04-28T04:04:52+00:00,24457.03,2292.99,upi,email,0.7914,0.3656,83,125,critical
5f5ece1c-d855-5ec2-8fd4-c90c542189b7,Customer 016556,Marathi,Jaipur,consumer,2026-02-21T13:35:15+00:00,3605.13,477.84,upi,whatsapp,0.6683,0.4749,35,191,low
bdd677b9-ce5c-5a68-ab09-b7cde6771830,Customer 016557,Gujarati,Surat,consumer,2024-07-03T02:26:09+00:00,18246.38,1550.54,netbanking,email,0.7136,0.3837,54,789,medium
534d1062-09a8-50ce-955c-778f3e05e54b,Customer 016558,Malayalam,Kolkata,enterprise,2025-02-06T01:40:16+00:00,49162.42,10163.13,upi,sms,0.8994,0.4860,44,571,low
c86927a3-9a9f-5d41-b005-8a0b6f9650ba,Customer 016559,Hinglish,Coimbatore,SMB,2025-05-14T06:45:02+00:00,57877.18,5756.78,credit_card,email,0.9033,0.7551,9,474,low
1bba7195-4cb1-5815-8374-4a83f4337631,Customer 016560,Marathi,Ahmedabad,consumer,2024-05-07T00:00:43+00:00,4872.98,2189.03,netbanking,sms,0.6342,0.6387,47,846,medium
6803ff87-a942-5a1d-90d2-703d75710bfe,Customer 016561,Kannada,Chennai,consumer,2025-04-30T08:53:20+00:00,3295.15,1860.82,upi,email,0.8887,0.4210,44,488,low
26511b77-3ade-5ae2-b696-8dd3e0083933,Customer 016562,Telugu,Surat,enterprise,2025-06-13T10:47:04+00:00,26147.05,4416.14,wallet,whatsapp,0.8324,0.6033,75,444,medium
a4059cd2-c76e-57f7-b2eb-fb506ee29290,Customer 016563,Kannada,Mumbai,consumer,2025-09-28T23:41:14+00:00,9284.59,946.07,credit_card,whatsapp,0.8673,0.1629,63,337,high
0360be97-b1fe-50f5-b7b0-d4d498f76907,Customer 016564,Hinglish,Kolkata,SMB,2025-12-15T03:13:57+00:00,15775.13,3182.12,emi,whatsapp,0.7938,0.3281,61,259,high
65172b88-b418-568f-95a0-07a4f9817020,Customer 016565,Malayalam,Coimbatore,SMB,2025-08-06T10:13:34+00:00,17199.25,1444.26,netbanking,sms,0.9792,0.5340,18,390,low
6b93ae9d-2000-59bd-b5ba-83a715922e96,Customer 016566,Malayalam,Chennai,consumer,2024-02-24T05:45:09+00:00,8233.59,782.74,upi,whatsapp,0.6316,0.5514,50,919,medium
dcf4064c-7d37-5c04-88b7-d2fdedc1ce7b,Customer 016567,Hindi,Ahmedabad,SMB,2023-06-08T15:47:41+00:00,61440.43,7974.81,emi,email,0.9950,0.1482,21,1180,medium
c77136f3-553c-5c5d-9030-c815fa399e97,Customer 016568,Malayalam,Chandigarh,consumer,2023-10-19T11:20:10+00:00,600.85,492.33,upi,email,0.7293,0.4332,1,1047,medium
ef4c3c16-6339-5d7b-bd2d-d783c4671c7a,Customer 016569,Hindi,Jaipur,consumer,2025-10-12T22:07:10+00:00,4404.22,651.19,netbanking,email,0.7777,0.6610,13,323,high
a6449d85-05ee-5a22-9fea-7363b4d81be4,Customer 016570,Tamil,Coimbatore,SMB,2025-12-21T12:14:54+00:00,24929.57,2406.21,upi,whatsapp,0.8714,0.6080,57,253,low
d677e8c5-47d8-510e-a624-eb3140b3924c,Customer 016571,Marathi,Hyderabad,consumer,2024-09-03T18:52:06+00:00,944.90,415.99,upi,whatsapp,0.7087,0.2275,44,727,low
8b177625-4b6f-5ead-ba1c-c7a94daf0e8b,Customer 016572,Gujarati,Kochi,consumer,2024-09-01T08:23:50+00:00,19091.51,2080.23,credit_card,whatsapp,0.8121,0.3768,52,729,low
355cb1c8-8c93-5f72-9d37-de6fd33b4da8,Customer 016573,Tamil,Indore,consumer,2026-02-25T10:50:21+00:00,19531.58,3704.48,upi,email,0.9950,0.2467,59,187,medium
475ba26e-3588-545f-b4f1-72f6baf78f78,Customer 016574,Tamil,Ahmedabad,consumer,2023-04-23T06:59:04+00:00,1972.40,457.37,netbanking,email,0.9845,0.3187,45,1226,low
13b8ae8b-992a-5c99-b275-6cab443f58d9,Customer 016575,Hinglish,Bengaluru,consumer,2025-01-31T09:34:13+00:00,12416.53,1249.67,credit_card,sms,0.7717,0.4491,80,577,medium
ef44aabe-de84-5fee-bf0b-645d86d6f092,Customer 016576,Hinglish,Hyderabad,consumer,2025-09-22T23:58:06+00:00,11065.72,1659.06,netbanking,email,0.6904,0.3183,27,343,medium
0d43c953-0d82-507b-a722-e1fdb3a06b53,Customer 016577,Bengali,Delhi,consumer,2023-11-17T02:32:31+00:00,4468.03,2650.45,credit_card,email,0.7669,0.3767,11,1018,critical
cd1c1631-85a0-5e48-94fd-2f5fc60f5d89,Customer 016578,Hindi,Surat,consumer,2023-08-23T10:54:52+00:00,8194.25,1131.54,upi,email,0.8507,0.3710,55,1104,low
2ad68e3e-734a-51b0-bb5a-e03a29cbf835,Customer 016579,Hindi,Delhi,consumer,2024-05-21T14:32:11+00:00,5145.13,2785.52,debit_card,whatsapp,0.9704,0.3508,61,832,low
e05befac-0ff8-53cc-9a8a-7d9330cdc7a7,Customer 016580,Hinglish,Coimbatore,high_value,2024-11-13T17:45:20+00:00,93039.52,15790.96,debit_card,whatsapp,0.9175,0.5887,48,656,low
817aa657-8dd8-5983-a788-50b3007b3532,Customer 016581,Marathi,Lucknow,consumer,2024-05-27T12:33:59+00:00,1806.16,777.50,credit_card,whatsapp,0.8150,0.2986,12,826,low
b22f4d5b-c9cc-5e5d-8ce0-a4be0bcb20a9,Customer 016582,Kannada,Surat,consumer,2024-02-06T11:35:47+00:00,5839.32,978.99,debit_card,email,0.7343,0.5286,49,937,low
dc69e38d-843d-5702-9a9c-ebfd3fc009a2,Customer 016583,Kannada,Delhi,SMB,2024-06-17T04:59:44+00:00,12846.38,2345.89,credit_card,whatsapp,0.9206,0.3967,66,805,low
85c0b086-877c-5f4b-b144-75e109274db3,Customer 016584,Gujarati,Bengaluru,consumer,2024-03-27T13:00:59+00:00,6245.48,852.14,credit_card,email,0.8180,0.3533,19,887,medium
2d97a8d4-5bd6-58b9-aab8-bb35e99aa7bd,Customer 016585,Marathi,Hyderabad,enterprise,2023-03-02T18:02:49+00:00,25367.78,13204.10,upi,whatsapp,0.9950,0.3654,64,1278,low
6131bcff-15c4-5b0a-9f4b-de8bfee63b5e,Customer 016586,Gujarati,Ahmedabad,consumer,2024-05-04T23:45:28+00:00,2637.27,1014.58,netbanking,email,0.7515,0.3726,6,849,medium
696225bb-e5f6-5cba-b88b-f1f619d93a95,Customer 016587,Gujarati,Pune,consumer,2025-02-28T06:32:00+00:00,3588.66,1024.41,netbanking,whatsapp,0.7278,0.5761,79,549,high
d961ea39-4dfa-5072-a519-e6c56f69b3ad,Customer 016588,Marathi,Bengaluru,consumer,2025-09-15T13:06:53+00:00,10182.35,991.43,debit_card,email,0.6758,0.4231,90,350,low
8622b64a-836d-5613-bcbe-0b47926e0126,Customer 016589,Tamil,Kochi,consumer,2024-11-01T03:52:51+00:00,3939.46,356.81,upi,email,0.9239,0.2564,47,668,critical
582ad66d-317e-5d29-8692-ee73228a1113,Customer 016590,Telugu,Coimbatore,consumer,2025-10-04T14:06:19+00:00,10238.25,1907.71,upi,email,0.6945,0.5015,43,331,medium
8e6909fb-1ec5-530d-bdd9-a8a679e66e23,Customer 016591,English,Chennai,consumer,2024-12-18T07:35:44+00:00,10038.89,869.88,credit_card,email,0.7128,0.2720,69,621,low
d9aed8a4-a8ce-532a-9759-b60112c55d7a,Customer 016592,Malayalam,Pune,consumer,2025-12-27T01:14:31+00:00,8688.83,1052.81,credit_card,whatsapp,0.7488,0.4986,47,247,low
6276310f-278c-506d-8369-99faeed9f324,Customer 016593,Telugu,Hyderabad,consumer,2025-09-29T02:41:46+00:00,4357.14,704.03,upi,email,0.6627,0.2645,59,336,low
45323b83-6e56-5b80-b8cb-5a98f4b1c348,Customer 016594,Bengali,Chandigarh,consumer,2025-01-13T12:39:48+00:00,5102.71,550.88,upi,email,0.7890,0.3116,4,595,low
c6cb0fd7-ac05-562b-8248-7b38d5ec02c3,Customer 016595,English,Delhi,consumer,2023-05-06T06:56:33+00:00,1109.90,382.80,credit_card,whatsapp,0.6500,0.1268,44,1213,medium
92549ee9-742c-56c4-b455-839305ff1efd,Customer 016596,English,Coimbatore,SMB,2024-02-08T18:57:08+00:00,31320.63,7671.58,credit_card,sms,0.8878,0.4549,42,935,medium
e1d0eabc-9e1e-54b9-bd38-70d06fe317cf,Customer 016597,English,Indore,consumer,2024-12-07T07:46:20+00:00,871.91,722.29,netbanking,whatsapp,0.5445,0.4100,41,632,low
2ed6b92b-1803-590a-9751-fc9d00dd770a,Customer 016598,English,Bengaluru,consumer,2025-10-22T15:25:57+00:00,8377.64,1012.52,upi,whatsapp,0.8262,0.3760,84,313,low
40e8e664-3102-533f-9580-46ef4def52f7,Customer 016599,Malayalam,Chandigarh,high_value,2025-09-26T16:44:35+00:00,164069.23,16572.80,debit_card,email,0.8751,0.6851,60,339,low
c422b6fb-02c6-5f74-81d0-b9b1a659fe3b,Customer 016600,Malayalam,Indore,enterprise,2023-08-05T14:54:18+00:00,58853.86,12240.06,upi,email,0.8557,0.5134,73,1122,low
67936ef7-f6ce-55c7-98c8-2bde441e3f88,Customer 016601,Malayalam,Ahmedabad,SMB,2025-04-13T02:34:04+00:00,63230.62,9346.83,upi,email,0.9950,0.4969,45,505,medium
f913b986-691a-5500-bd62-e7eac52d4c01,Customer 016602,English,Jaipur,consumer,2024-12-05T08:20:48+00:00,3933.36,1596.45,upi,whatsapp,0.5859,0.4103,20,634,medium
c499b78a-cab4-5a84-a293-2dcd45c0d886,Customer 016603,Kannada,Indore,enterprise,2026-04-26T20:30:49+00:00,124114.66,12768.71,upi,whatsapp,0.7783,0.4437,78,127,medium
38fd6907-65f5-531b-a2ce-2097a078eae6,Customer 016604,Bengali,Bengaluru,consumer,2024-12-12T17:57:32+00:00,3721.75,635.25,wallet,email,0.8177,0.1672,52,627,medium
f57f87d8-8ed9-50f9-a43e-39fc46d8f441,Customer 016605,Bengali,Hyderabad,consumer,2025-02-01T22:34:42+00:00,7092.69,814.04,netbanking,whatsapp,0.8160,0.2605,9,576,low
388ad6f3-3a3c-5d9c-b6a9-1d37b803ab23,Customer 016606,Kannada,Chennai,consumer,2026-01-30T16:17:13+00:00,4608.04,684.28,credit_card,email,0.6987,0.4350,62,213,medium
963d98b2-b0be-585a-9217-60b6d719a7ab,Customer 016607,Kannada,Kolkata,consumer,2024-02-10T05:41:44+00:00,3855.32,990.83,upi,email,0.6870,0.3869,78,933,medium
a2238d01-846d-51c7-a563-13ed20147c05,Customer 016608,Kannada,Delhi,SMB,2025-12-04T00:31:44+00:00,14862.85,2957.43,upi,email,0.9199,0.5155,19,270,medium
02157a86-bcb6-5552-8049-a34fc0facfff,Customer 016609,Hindi,Kolkata,consumer,2024-09-30T22:00:02+00:00,3210.80,1707.50,upi,email,0.8106,0.4514,18,700,medium
ce794fd8-e700-5319-a1bb-5c6c44c442fb,Customer 016610,Malayalam,Kochi,consumer,2024-09-21T01:43:53+00:00,7927.07,1464.73,emi,sms,0.8345,0.4146,16,709,low
6096561f-bc76-51b0-abb8-a426b0543b70,Customer 016611,Bengali,Lucknow,consumer,2025-02-16T17:22:49+00:00,21768.77,2485.09,upi,whatsapp,0.6675,0.5151,62,561,medium
001f0793-7e64-571e-8d45-2f43c9abfa44,Customer 016612,Gujarati,Chandigarh,consumer,2026-01-07T14:17:12+00:00,1554.26,334.52,netbanking,whatsapp,0.8939,0.2285,77,236,medium
13158893-4723-5bc0-98aa-e786818953a4,Customer 016613,Gujarati,Jaipur,consumer,2023-09-10T15:46:56+00:00,1376.43,170.14,emi,email,0.8824,0.6361,62,1086,low
be289a86-6428-5d24-ba27-8a7c1b4a581a,Customer 016614,English,Bengaluru,consumer,2023-02-06T21:59:31+00:00,7174.52,1241.85,netbanking,email,0.7892,0.2582,37,1302,low
34096e0d-4ff5-53f5-a7a8-8a8866ddffa5,Customer 016615,English,Chandigarh,consumer,2025-12-09T20:35:55+00:00,2431.38,955.37,emi,whatsapp,0.5731,0.5649,89,265,low
3b20f637-90a4-5db7-839e-cb662ecfe499,Customer 016616,Hindi,Bengaluru,consumer,2025-01-15T03:46:54+00:00,2687.92,999.74,credit_card,email,0.8115,0.3331,17,593,low
ef7e28ba-9ae3-5e60-a055-33a5362e70b3,Customer 016617,Malayalam,Coimbatore,consumer,2026-02-14T23:15:50+00:00,16300.10,1664.78,netbanking,whatsapp,0.7977,0.3583,8,198,medium
0d46b629-471d-5b2a-af9c-44b0eb4ec71e,Customer 016618,Tamil,Bengaluru,consumer,2026-05-02T13:41:12+00:00,2082.20,562.83,credit_card,email,0.7332,0.3357,10,121,low
376db1f1-1105-5ceb-9a20-0e8977e5ed4c,Customer 016619,English,Kochi,consumer,2023-09-13T06:48:14+00:00,2677.47,777.62,credit_card,email,0.7323,0.2260,48,1083,medium
683e499b-f26a-5918-be1a-9b51c3247225,Customer 016620,Telugu,Jaipur,consumer,2025-05-14T08:39:30+00:00,14444.08,1325.79,netbanking,email,0.8649,0.7781,66,474,medium
7af0802d-39f9-52f7-87a9-6c26ae004e26,Customer 016621,Telugu,Pune,enterprise,2023-03-07T21:58:23+00:00,65482.78,17180.94,credit_card,email,0.8067,0.4736,20,1273,low
08756300-db37-5143-8a91-18a2b0f81a0b,Customer 016622,Tamil,Jaipur,consumer,2023-11-19T13:10:37+00:00,6703.36,1068.40,credit_card,email,0.9318,0.4781,29,1016,low
b9192242-8155-517d-a216-fc04587b6799,Customer 016623,Hindi,Chandigarh,consumer,2025-06-23T03:55:29+00:00,3412.53,930.54,upi,whatsapp,0.7728,0.2937,58,434,high
8657a9b1-cd2b-588c-809c-2e349e6cd2cb,Customer 016624,Tamil,Lucknow,consumer,2026-03-15T15:18:30+00:00,2794.95,854.02,credit_card,sms,0.8227,0.2302,39,169,critical
80bb7163-6807-5576-aba7-45e1484b1c7f,Customer 016625,Malayalam,Kochi,consumer,2026-03-17T02:12:29+00:00,10022.27,1324.96,credit_card,whatsapp,0.8041,0.6418,10,167,high
251e31df-2ad9-520f-9676-21823035df39,Customer 016626,Hindi,Hyderabad,SMB,2025-11-04T07:32:53+00:00,36013.55,5218.41,emi,email,0.8594,0.5067,77,300,low
e91aab17-239c-51b9-9843-23d1034a1368,Customer 016627,Malayalam,Bengaluru,high_value,2023-07-22T05:09:58+00:00,60377.50,18557.79,credit_card,whatsapp,0.8215,0.6580,88,1136,low
