session_id,customer_id,cart_value,items,started_at,payment_attempted,payment_method_attempted,abandoned_at,status,device
ab6aaf07-af1a-4dcc-b380-2e22acda805d,5ae64c16-fbb0-56f1-97e0-ad08e90d2d3c,703.68,1,2023-03-27T07:42:53+00:00,true,upi,,completed,ios
d6945814-5e21-42ec-9217-b6aabe603e03,317fdf32-93f0-5411-9c6e-2f2e2ac65128,6810.19,6,2024-07-15T13:35:34+00:00,true,debit_card,,completed,android
fb4a01aa-71a0-4ecb-9f5c-c0feaa11e9a4,abeed903-103f-537a-81c2-cb4d562b5758,1176.47,4,2024-03-10T08:57:40+00:00,true,upi,,completed,ios
d987766f-22c0-4c5d-812d-12cd397a111a,8da6c3af-b0da-5e50-a421-202051c8d2e7,18274.05,5,2024-12-16T03:17:04+00:00,true,debit_card,2024-12-16T04:04:04+00:00,abandoned,android
181b6b9c-2ecf-4f7d-83e0-20ee7a7dfaf0,c7dd5449-e481-5035-b44e-2d91ddbcc090,2686.62,1,2024-02-13T01:55:02+00:00,true,debit_card,,completed,android
57669e30-ba25-4bcb-9e0f-5cc9a9f6f013,913859ac-a964-5fee-8640-95e8499aa7d5,3359.88,4,2023-03-15T12:35:07+00:00,true,netbanking,,completed,android
2c3a9be5-32d9-47a6-bf9e-708c84da46c8,c1c21e44-81bb-507b-817e-b8d28314c26a,1499.51,4,2023-04-20T14:45:57+00:00,false,,2023-04-20T16:20:57+00:00,abandoned,android
3e443585-4daa-4601-ae0d-bc41873d61ac,4b33ac8f-f6e1-544f-9c7c-b914f4f72233,734.51,3,2024-08-09T23:01:18+00:00,false,,2024-08-10T01:30:18+00:00,abandoned,android
e6aac12a-706b-44b3-a670-a237a8e95cd0,fe300395-2449-518c-b9a5-872b2748cff3,2736.69,7,2024-10-06T23:06:00+00:00,true,credit_card,2024-10-06T23:30:00+00:00,abandoned,ios
bac0444c-138c-4da6-b793-0eed0ffada1d,10c4c8e9-628f-5c5b-a472-a50817b49167,1597.67,4,2024-09-28T06:03:28+00:00,true,debit_card,,completed,tablet
347ce89a-add7-4994-b795-e4b162a47143,b34cfbc7-2ab7-5c8a-ada3-4b5e14e46ee2,1145.19,6,2024-08-13T12:23:16+00:00,true,credit_card,2024-08-13T14:57:16+00:00,abandoned,android
8ce243dc-9bb6-4d77-8469-5a62b6cef630,c5bea8ea-9404-541f-946a-f5744cf474a8,1554.62,6,2024-03-04T21:31:28+00:00,true,emi,,completed,ios
fcf4c078-d296-4593-8859-ef5cc79d8506,c7f1b4b6-29a7-5a7f-84f7-5b3cad2063fd,254.08,3,2024-02-25T07:47:53+00:00,false,,2024-02-25T10:37:53+00:00,abandoned,android
8c87ce61-e036-4d2e-ad00-5e1a0a50dadf,1be03f3c-1cfc-5501-b8f7-f4c7e93bbfa2,3777.45,7,2024-12-03T16:07:04+00:00,true,credit_card,,completed,android
35c7dabf-91c0-4188-80aa-14bb1ed75b7a,833dc7be-bed5-5ea2-97e3-e2a1822a5564,556.02,7,2024-06-14T04:25:51+00:00,true,credit_card,,completed,android
f31a5140-4314-4366-92a9-72b84cc7a0e6,14d52a48-ed92-59dd-9c1c-90129c471518,883.67,2,2024-01-09T18:15:05+00:00,false,,2024-01-09T18:48:05+00:00,abandoned,ios
9089e3f1-90ac-4a21-878d-a4bd22732cef,a9612338-a223-5e0f-a234-2aa94066abca,2805.13,5,2024-02-05T05:58:57+00:00,true,credit_card,2024-02-05T06:36:57+00:00,abandoned,android
48b60306-93a3-4c6d-832b-0f6a0d5f146e,0e425662-b296-5a1a-95ba-740fc8a5161c,8511.86,5,2024-11-30T18:38:32+00:00,true,upi,,completed,android
97631926-accc-4273-9749-e29b78a56723,a6a28c70-f2f2-5ac7-933b-d78d3b399a0b,8048.12,4,2024-09-02T20:03:06+00:00,false,,2024-09-02T20:43:06+00:00,abandoned,android
ea389f72-994f-4f13-a1db-dd50456a4080,d35f23a0-2aa2-569b-978d-7d8bc04f7391,8480.88,5,2024-01-26T11:32:19+00:00,true,credit_card,,completed,ios
11584add-c4d7-47f3-8c9d-a19b8a9589f9,7d8f08ba-6906-58d8-bd7b-9c715232f8f4,2047.28,3,2024-10-04T12:51:15+00:00,true,netbanking,2024-10-04T12:54:15+00:00,abandoned,ios
4683fc0a-fd2c-4a31-acb1-496e346bae79,a34d9221-99c6-568f-804b-8d248653c052,1904.23,2,2024-09-13T09:38:18+00:00,true,upi,,completed,android
37dfd5d0-f5fc-4d50-b44f-4eced4ef19b0,da8a711d-a792-59ec-809b-7d35e4f8b844,1819.65,2,2024-12-25T20:39:05+00:00,true,credit_card,2024-12-25T21:34:05+00:00,abandoned,ios
c78d7f19-45b0-4800-8bbf-61c727213bb3,bfe0792b-b16e-57bc-bbd0-3efa4723cce7,2528.99,5,2024-12-31T00:52:31+00:00,false,,2024-12-31T01:47:31+00:00,abandoned,ios
67ac4d2d-3511-40c9-946e-f811bcda4dab,72a2da6d-5160-560b-8e33-34deb9782d94,341.51,5,2024-10-26T14:54:42+00:00,true,netbanking,,completed,web
cce73a4c-9035-417a-9b5a-a63197758a8d,46005adf-554a-538b-840f-63836dc59e21,971.10,8,2024-09-22T08:07:01+00:00,true,upi,,completed,android
eaede284-7d76-40df-8a3a-979b592db718,5d064f67-1366-56b3-bc3f-105f91e2b4e0,529.36,2,2023-05-14T08:59:31+00:00,true,upi,,completed,android
0d90f505-5dba-43bd-bcf5-feda0b25e88d,c8329323-b823-5b77-aafd-83daa7dcf990,4012.83,8,2023-09-28T13:10:41+00:00,false,,2023-09-28T14:42:41+00:00,abandoned,ios
3284ecbe-0325-4a78-a901-91fbbc9df2db,65bac4e9-434b-560f-9748-529f9c216534,772.85,5,2024-06-13T15:43:29+00:00,true,upi,,completed,android
aa54c3cf-0a1d-4455-b7fd-065ce89ba916,cddfdb33-d790-51bf-ab82-c84754a01849,1339.79,4,2024-07-01T01:05:25+00:00,true,upi,,completed,android
5c073a7e-8e9c-494f-9e6f-688f9abd1a34,883ec200-8c7e-530d-9802-a6f3dae63ecb,1222.10,7,2023-10-09T01:35:56+00:00,true,credit_card,2023-10-09T03:30:56+00:00,abandoned,web
270cccf6-1934-4948-bb7b-8968afcf02bc,3dceca50-a3aa-5f3c-b830-e441e2fae800,667.99,1,2024-10-21T00:44:04+00:00,true,upi,,completed,web
6bee1357-b654-40d9-af30-0860b6e995f1,ed44658b-4f85-5183-8eab-e3258e9e8c7f,1510.28,6,2024-01-23T03:03:32+00:00,false,,2024-01-23T03:12:32+00:00,abandoned,ios
4b73da58-f2fc-4484-9605-36da38235dc5,fd7ed1eb-9737-598d-8bd3-e5780222f6d1,954.32,6,2023-10-17T04:11:48+00:00,true,upi,2023-10-17T06:12:48+00:00,abandoned,android
7727d7c9-1786-4d05-bd58-77cee1dff495,30fb4bc2-d037-5574-9e15-7f6ea44db969,4793.09,8,2024-10-28T01:04:01+00:00,true,debit_card,,completed,ios
8c65a08a-6338-4251-9dd5-a2fe11ebced1,46bad92d-348b-519b-a9bd-87bc1c30b112,735.01,4,2024-10-08T06:21:11+00:00,true,debit_card,,completed,web
2aa2d93b-9f8a-4efb-972a-41768a6b237a,acfb26d8-663c-5232-8db0-0bb404af5aa6,2495.92,3,2023-06-29T11:46:49+00:00,true,credit_card,,completed,web
e6f37c01-ed8a-474b-83e7-67296a427447,0653fac4-ec6f-51fc-8644-a0e772271f18,3756.92,5,2024-11-09T00:08:27+00:00,true,upi,,completed,android
800528c7-8b4b-4c61-b019-43097006e6cc,2ebbdd42-24b0-5b2e-af74-79fd29587306,3153.35,6,2024-08-31T18:21:47+00:00,true,netbanking,2024-08-31T19:55:47+00:00,abandoned,tablet
9281f48d-5892-4d71-855d-4709426fda56,3ff6b46f-0384-5d50-8992-f31eedeff14d,352.05,4,2024-11-14T06:39:12+00:00,true,netbanking,,completed,android
28b677e8-05b8-45d1-8478-dd0a0e4d92ea,e4f4794c-fbfc-5b89-8fc8-640632274366,1928.35,6,2024-11-01T17:05:17+00:00,true,debit_card,2024-11-01T17:10:17+00:00,abandoned,android
54cf1fde-24fe-4f84-bf32-a36c24c54507,e0f93ca2-6a84-5d99-ba37-fd8d2ecc6f9b,2201.83,2,2024-12-16T02:08:06+00:00,true,credit_card,,completed,web
9d33dd1e-8be5-4b9d-be63-37614d8496de,ef64ec21-1818-5856-b4d4-7702f29f344a,812.38,3,2024-10-05T05:16:00+00:00,true,credit_card,2024-10-05T07:48:00+00:00,abandoned,android
46272529-4011-4733-bccc-971900d93ef5,96007389-dc6a-5ee0-9559-fa3665b51c6f,4282.67,4,2024-11-08T21:40:21+00:00,true,debit_card,2024-11-08T23:52:21+00:00,abandoned,android
998a6ac9-1955-430d-a369-ea9948b6a56d,d972044f-5c05-5ef9-aa83-ef0388a13b86,1345.40,7,2024-12-28T07:25:04+00:00,false,,2024-12-28T09:45:04+00:00,abandoned,web
b434824e-db25-4906-b60f-b4da32c639a7,e66aa2d6-03fa-540d-97d0-919186f48a7e,3178.87,7,2024-12-31T03:12:20+00:00,true,upi,2024-12-31T03:58:20+00:00,abandoned,web
5b03a155-9a75-4735-8f33-b0192285011a,375ac2ff-dc98-58bc-b6dc-6967de7b897a,940.67,2,2024-08-19T15:29:10+00:00,true,debit_card,,completed,ios
739ed2a5-9945-4eb8-bc41-1a0c9b2e009b,43f6fe18-b769-54c6-9660-eba2bde8cc82,2425.51,7,2023-11-14T12:52:12+00:00,false,,2023-11-14T14:38:12+00:00,abandoned,ios
1955bb35-5745-462d-a810-7cdff8eda088,05761e16-9da6-5555-8bc4-e8920b05e1e5,2750.26,1,2023-09-12T10:15:03+00:00,false,,2023-09-12T13:13:03+00:00,abandoned,web
466fbebf-8e78-424f-90e7-d4f1c802bff5,47a6691f-023f-55f5-8b3a-d57f569bdb87,828.66,4,2024-10-30T20:57:21+00:00,true,credit_card,,completed,ios
a3b8ccae-b202-4823-8a6e-185907098e0c,7ee6e7ae-2c71-5cb4-8d19-caac6b8188b8,1653.76,2,2023-09-23T13:14:56+00:00,true,credit_card,,completed,web
51f73b82-bb84-4f5e-a344-12e57a4c54e4,95e8b9fe-35ef-5637-b9d3-02341cf54116,1164.19,2,2024-09-04T02:34:02+00:00,true,credit_card,,completed,web
2a8e6551-89d6-4ed6-9e7e-02287a14ae60,229dbff0-1aca-52b3-b9c1-be012baf70b7,2504.78,7,2024-05-05T06:36:16+00:00,true,upi,,completed,web
4584e47d-b06b-4d3b-8a45-e66a950c6abf,952263b2-2f43-5698-8c38-233462d9d1e2,12624.65,6,2024-08-09T15:57:47+00:00,false,,2024-08-09T18:22:47+00:00,abandoned,android
0cdee16d-a10a-4b5d-ba11-648fc03225f1,dde10ff6-7cfd-5824-a0f3-ab3d04b4b391,17330.00,7,2024-02-27T18:51:52+00:00,true,upi,,completed,ios
04311ed5-186b-45de-8de8-db5cf2594f4f,04c66986-e3a2-5069-b7af-bfb7a4f28c23,600.19,7,2024-09-24T05:10:21+00:00,false,,2024-09-24T05:44:21+00:00,abandoned,android
d21dc5c4-cd7c-433f-b5ba-c11fa102c0f5,b0cd6ed7-8fee-539a-ba22-762d7f5de093,945.18,2,2024-02-06T12:34:28+00:00,true,upi,,completed,web
a3175b44-4ce5-469c-a44e-153fcc02f97f,3b61f087-0625-5973-9eaa-ed0f6fb5159e,666.62,2,2024-02-05T19:46:41+00:00,false,,2024-02-05T20:50:41+00:00,abandoned,ios
bf860c54-9bdc-4d6c-a9b2-af05eaffb152,ff72b2ea-0a74-533f-93df-22f5090c47a3,11171.17,7,2024-04-30T06:56:44+00:00,true,upi,,completed,android
cb365f91-87fe-407c-9933-02934067943f,ffd1b3de-b919-5f46-ac7e-444ecbd3608f,311.53,6,2023-11-28T09:59:46+00:00,true,upi,,completed,ios
30a0e108-a6d0-4338-8e58-d4278006ddc7,43be4dfe-faf3-5926-8346-2ab5ba1ef450,2146.10,5,2024-12-08T16:35:03+00:00,true,emi,,completed,android
6654bdd4-545e-48fa-8800-0618d2cdf07f,f6f32657-78f6-54d3-839d-5624f778355c,1389.98,1,2024-10-24T21:16:57+00:00,true,credit_card,,completed,android
0d1e4124-bd9e-4f9d-89a5-00e727fc128c,d0dcb77d-57a8-5e14-bfde-5834bdd52e1a,3516.80,1,2024-02-15T07:27:48+00:00,true,upi,,completed,web
08d7ac3f-e7cf-46ae-8d21-f799e7964bc0,0ef0fe66-6a2e-5007-ac96-d2aa7d8187a5,852.45,8,2023-06-12T18:02:04+00:00,false,,2023-06-12T18:49:04+00:00,abandoned,web
36abbf22-e4f0-4ff3-a8b5-259e49dabd11,916cdfbe-0231-5c04-afb3-e4bc54d2071c,11517.48,1,2024-09-15T20:13:44+00:00,true,upi,,completed,tablet
0941dbba-8ee8-44a4-ac78-ce15b71b160d,72d40e91-62bf-50e7-b820-6a06bf0d4560,663.89,6,2024-11-11T05:10:14+00:00,true,debit_card,,completed,android
894222a5-b237-4497-ae4b-98a9af053971,181ae2b2-83cc-58fc-ad04-c19ccd35cb58,377.94,1,2024-06-17T21:35:21+00:00,true,debit_card,,completed,ios
50d42e09-38f7-4290-bb6e-254cfff74863,822820d2-89e0-57c9-910d-06ed8e48e784,825.00,5,2024-07-03T03:09:23+00:00,true,upi,2024-07-03T05:09:23+00:00,abandoned,android
729c2e4d-ec64-4313-b060-2b6157d732d0,4bdd0517-85a1-5401-9365-fa4c5728856e,411.90,8,2024-04-18T00:13:56+00:00,true,upi,2024-04-18T02:59:56+00:00,abandoned,ios
01b34839-90ba-4932-a330-642026f9dc44,308d5f0e-c2bb-514f-8a78-546af4fb84ee,1522.66,2,2024-03-27T12:43:04+00:00,true,wallet,2024-03-27T13:27:04+00:00,abandoned,ios
1c089e04-8f9b-4df1-8bff-98d6a24e33be,19078d67-c531-5e07-b920-03684951fbd7,587.52,2,2023-07-19T11:14:59+00:00,true,upi,,completed,ios
76ed4cfb-ed57-41da-b2bc-06de15287c46,93214ae3-7070-5f1d-b73a-c90602ceea16,555.47,1,2023-10-07T11:49:01+00:00,true,upi,,completed,web
0cacfb9e-7a51-444f-b51a-fd042ba22744,ece2ff72-eaa4-51ed-8862-3961b82db00a,354.62,8,2024-07-02T16:08:45+00:00,false,,2024-07-02T18:44:45+00:00,abandoned,web
4fc81260-d764-4305-b8fc-ca8c89092a15,c0b581ae-007c-5b3f-ba94-32d540aca261,3262.30,4,2024-09-08T09:11:20+00:00,false,,2024-09-08T10:18:20+00:00,abandoned,ios
239de7bd-0ed2-46a4-ae61-796240f67bd8,514eea2b-e9da-5930-9659-963fc9fec136,808.37,5,2024-06-09T06:01:37+00:00,true,debit_card,2024-06-09T07:33:37+00:00,abandoned,ios
aab6c733-81ef-4a91-a6ee-0fcb75cdf65a,9e597540-f69e-58ad-b943-43aac37e6bbc,2180.45,4,2024-09-13T21:21:40+00:00,true,netbanking,,completed,ios
9d87f78c-2c5c-421f-a575-9c25c6dc07d8,b0c0a884-5edf-5093-92e6-915f580cebd6,838.15,2,2024-01-16T02:47:15+00:00,true,netbanking,,completed,tablet
ebc30988-a24e-4c74-b621-13cbb354ee14,efa5b17b-2522-5f22-9eec-6dfff25dab5e,1569.63,5,2024-04-18T20:27:10+00:00,false,,2024-04-18T23:13:10+00:00,abandoned,ios
3739139a-d984-4c22-ba7c-4839e56babe9,662a917f-649f-5bf2-893c-0839d21e1a46,3786.07,6,2024-06-22T14:56:45+00:00,false,,2024-06-22T17:20:45+00:00,abandoned,android
9a76465b-c6a3-49aa-874f-53c265c42d43,c7e3febb-5996-5fc6-89ff-cb4b0d275287,891.34,4,2024-12-28T02:17:03+00:00,true,debit_card,,completed,ios
a293c5f2-8656-44fb-9544-907ca50a26cb,636c11a8-0e27-54c8-bef9-f901a8127d2f,1235.23,7,2024-02-24T23:33:06+00:00,true,debit_card,,completed,android
51cdaf30-a764-409f-b812-483234d4c3be,175ffdef-b693-5a44-8a4f-f6d1c9667131,3797.34,7,2024-02-03T15:03:07+00:00,true,netbanking,,completed,android
71a6d6ca-c874-4020-b6ca-594ddda41bd1,5ee1e4b3-656e-5fc3-bc79-f1a855146dbf,27953.42,8,2024-10-21T07:47:42+00:00,true,credit_card,,completed,android
632ed239-1777-4ac8-bdf4-57c603474c76,333411c3-589f-58f6-abbe-42d39565f7d0,1002.63,2,2023-10-05T01:46:39+00:00,false,,2023-10-05T04:28:39+00:00,abandoned,web
7b400471-07f0-4aed-b968-b10cb9527acd,4ac87fc5-8352-5b7d-8b6a-41bca4ddce34,2118.18,1,2024-09-24T06:11:31+00:00,false,,2024-09-24T08:11:31+00:00,abandoned,web
44a9fb78-7b4a-499d-99b3-08f23450bdb6,9248fd55-9c3c-5e1d-a4fb-a587b241f619,8488.99,6,2023-10-29T15:10:25+00:00,true,upi,,completed,android
56e33242-212b-4171-a124-1a4a67eb5173,212f4b1f-14a8-5815-919c-42a3cf96d9f0,2223.66,7,2024-06-03T06:02:08+00:00,true,debit_card,2024-06-03T06:50:08+00:00,abandoned,web
3cfd6f30-9f6b-419b-8ec6-6fa8987f3d84,b108a5f9-8f62-5019-a942-3262465d64b7,49780.28,2,2024-10-28T09:12:41+00:00,true,upi,,completed,android
f7d42010-846a-46e5-a6e8-058b8a79dcd5,2d823752-77d6-5825-9dee-8fa96b86b97e,5456.38,6,2024-09-01T05:19:39+00:00,true,credit_card,,completed,ios
7a5fd080-f5d6-4da8-af7e-0100c2eae59c,f62d4f45-c92e-56a6-8d8e-a43e2bf0a98e,8739.52,7,2023-11-07T15:39:15+00:00,false,,2023-11-07T18:29:15+00:00,abandoned,ios
630396a3-79df-4b39-8c48-a1361ede9651,53c0f4c8-fada-5a02-9d6f-769f55312f75,3513.59,5,2023-07-19T15:22:06+00:00,false,,2023-07-19T16:49:06+00:00,abandoned,android
e00ea0fc-a90d-4f7e-92ea-f6694c719ee7,c8727880-b37f-511c-a8a6-b2fd082e6bc9,1629.19,5,2024-10-23T07:48:20+00:00,true,upi,,completed,tablet
e8a786c0-0db2-47d5-a40a-ca40b326906f,6ba193bc-6ca0-5b06-a863-48ff92698c61,1705.17,5,2024-03-23T18:44:33+00:00,true,upi,,completed,android
aaa2a3c7-c4b5-458b-b6c2-632053b7c920,dbf10781-2459-58b8-b316-62118e63c44b,1780.50,4,2024-02-15T22:28:19+00:00,false,,2024-02-15T23:43:19+00:00,abandoned,web
d2304384-b0bc-40c4-8029-4d21c95ea187,639570d7-9b83-54ff-81a8-293cab5532f2,1887.10,6,2024-11-01T03:35:42+00:00,true,upi,2024-11-01T03:49:42+00:00,abandoned,web
ba633fd7-f8a5-4635-a0bf-91c19cc53ba9,e419fd57-f2db-5e89-b6a4-be8f28de2aee,9456.84,7,2024-09-02T16:42:18+00:00,false,,2024-09-02T18:50:18+00:00,abandoned,web
a14040eb-7018-4b7d-ac94-693223e3c32f,53e2f296-e29c-5ba2-9c46-a9fa7ee6f975,1379.51,1,2024-10-24T15:40:57+00:00,true,upi,2024-10-24T16:30:57+00:00,abandoned,web
47023d3e-2024-4c53-a91f-83216e26d26c,f5f7a6f0-cba0-534b-abbe-6d8ff103a6a0,5544.69,1,2023-11-25T03:19:58+00:00,true,netbanking,,completed,android
f15415e7-5635-4b9c-8f52-00a88cf547d6,7713bcd3-44ce-54c2-9fce-00ce151bcbf2,1091.90,5,2024-11-28T00:51:37+00:00,true,upi,,completed,ios
b63de4ed-24d5-4b1d-869a-ccc35512f90a,87c7656b-800d-53aa-a834-4aa224ae51e1,2248.05,3,2024-10-14T01:42:37+00:00,false,,2024-10-14T04:27:37+00:00,abandoned,ios
d795bda8-3461-4302-89a9-d7d0e65c96c6,bc578119-4326-5a57-bae4-1cfaf1022618,4091.16,7,2024-11-02T00:14:45+00:00,false,,2024-11-02T02:40:45+00:00,abandoned,web
f6637d10-8838-4daf-85f5-6fb10c3e325c,252d9843-ca0e-5f76-9a9c-11b953a61261,576.88,5,2024-04-02T09:18:59+00:00,true,upi,,completed,ios
43f366d0-7a9b-4fb0-a986-e6d4f604f2dd,71290070-64c8-5620-bec1-679c10f64305,2161.36,7,2024-03-12T11:46:25+00:00,true,netbanking,2024-03-12T14:29:25+00:00,abandoned,web
22721296-4836-4916-8eb4-a831064082a0,ec90ca66-ca63-5f28-906e-25de5c9edfc9,1048.22,2,2024-10-04T12:17:03+00:00,true,upi,,completed,android
2805f4bb-418c-4ccf-9f2f-67ede9bd73a5,c3d6bb65-66cd-5d1b-b633-8a488be85977,600.06,2,2023-10-04T23:19:36+00:00,true,upi,,completed,android
33fdba0c-7fff-463d-8323-12f5669c0694,737621d7-9527-53a7-8e6e-6ef0c4ef1ca6,4960.68,8,2024-03-19T22:00:20+00:00,false,,2024-03-19T22:38:20+00:00,abandoned,android
41777d7f-72f9-4206-8192-8db045daa7f9,d0b4595c-15a6-59d1-8a11-6366e9d6957c,8045.12,3,2024-02-08T10:30:09+00:00,false,,2024-02-08T13:15:09+00:00,abandoned,android
8b7ac014-6c64-41b1-81d2-46db20d67337,380450e9-3990-5264-9d22-4e34f7d6663f,4140.40,1,2024-06-03T07:58:21+00:00,true,netbanking,,completed,android
42f7356c-6f39-4aa5-93f0-57a02952434b,4fcbbd9e-4367-580c-bbb8-31d478347f4d,904.41,5,2024-07-17T19:19:00+00:00,true,debit_card,2024-07-17T19:38:00+00:00,abandoned,android
f2710465-7b19-443f-8a64-b604fb3ca882,fcddf1cf-d054-51cf-a156-e3767d34300d,4509.81,5,2024-10-07T21:38:18+00:00,false,,2024-10-07T22:48:18+00:00,abandoned,ios
48cb94e6-9eae-471d-8a03-77811b0f5f12,83ddeb41-c98b-5700-b734-60a07847aa07,1431.08,8,2024-12-07T08:16:14+00:00,true,credit_card,2024-12-07T08:24:14+00:00,abandoned,ios
450cdb2d-60c9-4e74-98bc-46aba94deb33,5decaa18-571a-5b7d-8d0b-f8e8640f1dc5,7001.11,5,2024-03-24T08:22:19+00:00,true,netbanking,,completed,ios
b159d337-7242-4b41-958a-730696086b3d,db6b8db7-7925-55b6-b8c4-1b72a2d748fa,3028.43,1,2024-12-04T01:09:42+00:00,false,,2024-12-04T02:07:42+00:00,abandoned,web
d4300113-d49e-4d12-8ceb-b3b1e7ff1396,9cbe5a0d-a888-5129-8099-e4f3aadc1725,1897.26,5,2024-01-17T01:10:32+00:00,true,debit_card,2024-01-17T02:42:32+00:00,abandoned,ios
dfb89c33-3ab4-4574-a985-373bd3917a76,a98e342f-66ae-53b0-b481-002e7b8c8d3d,2048.43,6,2024-07-05T14:24:37+00:00,false,,2024-07-05T15:24:37+00:00,abandoned,ios
c90ee9eb-07d9-44dd-97f5-ddb0fbfe3d5d,f0b06719-d39c-5c6c-b367-dacd2865134d,20533.70,5,2024-06-22T08:55:58+00:00,true,netbanking,,completed,web
c70b0517-06b6-45d3-8543-45a55a7d5ced,a4cb4d81-66d0-53e9-91ef-6a96ec5008df,2054.12,6,2024-03-08T23:24:04+00:00,false,,2024-03-09T01:30:04+00:00,abandoned,android
6998e491-9467-43b1-926c-6f79a27f7eed,6f876ab6-e32b-58cb-ae9b-d1a5dd2b1439,1400.39,7,2023-11-03T04:42:16+00:00,false,,2023-11-03T06:22:16+00:00,abandoned,android
0eec0f37-c5e3-4dea-a0c4-4c3e9f975c48,eca12779-2b1f-511d-85bf-4bf07ba03fbd,1316.82,4,2024-12-26T10:06:20+00:00,true,debit_card,,completed,web
73a15b11-3122-4f9c-91fe-aa9611604c1c,0d82ca4c-fa6d-5c3c-ae1b-9d5981c42e75,746.85,1,2023-12-07T22:49:33+00:00,true,debit_card,,completed,web
4c48325c-e187-4767-9b63-2caf6d935f17,b318e412-912a-56bc-ae60-4861ab6ddd26,15837.50,7,2024-10-25T10:00:10+00:00,false,,2024-10-25T12:01:10+00:00,abandoned,tablet
65fd96ce-cec4-4b9c-b4b6-0c2c34f5f587,1083d9ac-643c-5887-9b29-393c1ec8e0f9,792.73,2,2024-08-09T05:22:25+00:00,true,upi,2024-08-09T07:19:25+00:00,abandoned,ios
f39a2c8e-c095-4d89-b80f-ce0f9906ff03,019b3c6a-2c56-5474-a96c-9acb787e2a32,179.97,4,2024-01-29T10:05:51+00:00,true,credit_card,,completed,android
88ead8c6-72c9-4309-93ea-59bf3fcc6993,ea0ead0e-755c-50aa-945a-a085eb57ab2c,1104.55,8,2024-08-30T17:53:34+00:00,true,upi,,completed,android
394fffbc-dbbc-4aef-a306-62aa95a96388,7feb4805-8a27-53b8-bb60-55b615d7e707,708.67,4,2024-08-10T20:13:42+00:00,true,upi,,completed,web
fbe819b4-2e86-43ac-82e4-125a90b1cd97,27d84016-0463-5004-a14c-de309d5609dd,2496.05,3,2024-12-26T01:38:36+00:00,true,netbanking,,completed,ios
b0209339-a4c7-4e74-a2b5-d45354630df8,16ca897a-5a8e-59d0-8b45-194781d631b3,1374.51,1,2024-10-05T22:38:25+00:00,true,wallet,,completed,ios
6b6efbda-a173-4cac-b134-6039451f7b72,917f0b3a-c673-5b32-bbb2-dd73ea76f2fa,448.96,1,2024-06-10T20:42:13+00:00,true,debit_card,2024-06-10T23:30:13+00:00,abandoned,android
99dd3388-f96b-4926-afe4-8a890827a271,8d9cc4cf-a4c0-598d-9c49-1fe1bcb319e4,1078.63,1,2024-04-07T02:35:45+00:00,false,,2024-04-07T05:29:45+00:00,abandoned,android
8602dea3-0704-4373-832e-53aca8be4f8d,1792927e-0ed3-5c56-9e30-fd62c58fb546,370.85,6,2024-01-19T22:11:18+00:00,true,debit_card,,completed,tablet
5cdb337e-b976-4e69-a4b3-ba5dfff0dc4c,e2e65e1c-99a2-5a8e-8ff5-9adb3a153c7b,1534.71,6,2024-12-07T12:53:08+00:00,true,upi,2024-12-07T15:26:08+00:00,abandoned,android
79d24e48-4eff-4430-8e0a-5351e51ca644,028ebedf-df9c-567c-abbe-6f5a1c8935c1,654.32,3,2023-12-25T20:52:10+00:00,true,debit_card,,completed,tablet
124df918-d554-401e-ac45-495f3c5fbb0c,201b3783-1095-5250-a5cf-235206c7cc13,7259.48,2,2023-06-27T14:26:14+00:00,false,,2023-06-27T17:19:14+00:00,abandoned,ios
c96fc985-6303-4250-a37d-5a9f3ffa58f8,aa3d3488-ea1d-514d-99a7-572ad0d02a76,811.10,7,2023-10-16T07:36:38+00:00,true,upi,,completed,web
b876b6f0-9192-4976-a20b-562f2a2c47f2,84860758-fbe3-5f3c-bb10-6973d0f6c3c5,109493.38,6,2024-05-08T14:45:41+00:00,false,,2024-05-08T16:25:41+00:00,abandoned,ios
febf2114-08de-4b92-b8ef-8f0eb2a8fee4,2e4a17f0-cf8e-5809-ada8-51d959b8c035,3046.41,5,2024-06-13T14:45:32+00:00,true,upi,,completed,web
651e9f4c-dd9f-4dad-b0fa-f63ba7a8c8e9,aa17acce-4045-5510-82db-7ac5038ec9ae,368.06,3,2024-12-28T02:52:41+00:00,false,,2024-12-28T04:37:41+00:00,abandoned,web
76265b46-749b-4cc8-827d-667f0842dee3,d6b89fe9-0d61-569a-935c-5832a6465259,1694.46,6,2023-06-28T03:34:51+00:00,false,,2023-06-28T06:08:51+00:00,abandoned,ios
22f01a96-8756-4983-9eac-bd9056269a35,098f9dc4-238d-5f82-8dfd-2a6e5519ff65,30578.89,4,2024-12-14T07:35:46+00:00,false,,2024-12-14T08:47:46+00:00,abandoned,ios
feb9dc2a-b316-4179-98e1-d962f25dc7c1,280579a5-d983-5e24-8725-c33f745048fc,953.12,3,2024-12-03T12:38:56+00:00,true,upi,,completed,android
78248645-c3e5-4beb-8d63-27e338c8c5ba,8773eca0-b092-54a7-80dc-7e24adee838c,1472.02,8,2023-06-02T13:52:18+00:00,true,credit_card,,completed,tablet
cbae29d6-cf93-4507-8214-23429b521067,0c40eed4-b916-5d15-8714-1e5fc08ccd67,3162.16,3,2023-11-28T14:40:19+00:00,false,,2023-11-28T17:15:19+00:00,abandoned,ios
